key,camera,real_image_id_str,real_image_path,true_sim_id,predicted_sim_id,best_match_sim_path,cosine_similarity,is_correct
faucet,cam2,31,cutout_camera2_0031_20250320_180547_mask_0.png,31,43,cutout_0043_cam2_mask_0.png,0.5051,False
faucet,cam2,32,cutout_camera2_0032_20250320_180608_mask_0.png,31,43,cutout_0043_cam2_mask_0.png,0.4736,False
faucet,cam2,33,cutout_camera2_0033_20250320_180627_mask_0.png,33,43,cutout_0043_cam2_mask_0.png,0.4754,False
faucet,cam2,34,cutout_camera2_0034_20250320_180639_mask_0.png,34,43,cutout_0043_cam2_mask_0.png,0.4896,False
faucet,cam2,35,cutout_camera2_0035_20250320_180712_mask_0.png,35,43,cutout_0043_cam2_mask_0.png,0.4672,False
faucet,cam2,36,cutout_camera2_0036_20250320_180724_mask_0.png,35,43,cutout_0043_cam2_mask_0.png,0.4926,False
faucet,cam2,37,cutout_camera2_0037_20250320_180740_mask_0.png,35,43,cutout_0043_cam2_mask_0.png,0.4773,False
faucet,cam2,38,cutout_camera2_0038_20250320_180817_mask_0.png,38,43,cutout_0043_cam2_mask_0.png,0.4728,False
faucet,cam2,39,cutout_camera2_0039_20250320_180826_mask_0.png,39,43,cutout_0043_cam2_mask_0.png,0.4772,False
faucet,cam2,40,cutout_camera2_0040_20250320_180856_mask_0.png,40,43,cutout_0043_cam2_mask_0.png,0.4819,False
faucet,cam2,41,cutout_camera2_0041_20250320_180907_mask_0.png,41,43,cutout_0043_cam2_mask_0.png,0.4781,False
faucet,cam2,42,cutout_camera2_0042_20250320_180948_mask_0.png,42,43,cutout_0043_cam2_mask_0.png,0.4731,False
faucet,cam2,43,cutout_camera2_0043_20250320_181001_mask_0.png,43,43,cutout_0043_cam2_mask_0.png,0.4832,True
faucet,cam2,44,cutout_camera2_0044_20250320_181010_mask_0.png,44,43,cutout_0043_cam2_mask_0.png,0.5097,False
cliff,cam1,45,cutout_camera1_0045_20250320_181251_mask_0.png,45,46,cutout_0046_cam1_mask_0.png,0.5368,False
cliff,cam1,46,cutout_camera1_0046_20250320_181339_mask_0.png,46,46,cutout_0046_cam1_mask_0.png,0.5473,True
cliff,cam1,47,cutout_camera1_0047_20250320_181351_mask_0.png,49,49,cutout_0049_cam1_mask_0.png,0.5750,True
cliff,cam1,48,cutout_camera1_0048_20250320_181400_mask_0.png,49,51,cutout_0051_cam1_mask_0.png,0.5810,False
cliff,cam1,49,cutout_camera1_0049_20250320_181421_mask_0.png,49,46,cutout_0046_cam1_mask_0.png,0.5652,False
cliff,cam1,50,cutout_camera1_0050_20250320_181449_mask_0.png,49,46,cutout_0046_cam1_mask_0.png,0.5394,False
cliff,cam1,51,cutout_camera1_0051_20250320_181457_mask_0.png,51,49,cutout_0049_cam1_mask_0.png,0.5489,False
cliff,cam1,52,cutout_camera1_0052_20250320_181520_mask_0.png,52,52,cutout_0052_cam1_mask_0.png,0.6508,True
cliff,cam1,53,cutout_camera1_0053_20250320_181531_mask_0.png,52,52,cutout_0052_cam1_mask_0.png,0.6535,True
cliff,cam1,54,cutout_camera1_0054_20250320_181541_mask_0.png,54,52,cutout_0052_cam1_mask_0.png,0.6368,False
cliff,cam1,55,cutout_camera1_0055_20250320_181553_mask_0.png,55,55,cutout_0055_cam1_mask_0.png,0.7139,True
cliff,cam1,56,cutout_camera1_0056_20250320_181602_mask_0.png,55,55,cutout_0055_cam1_mask_0.png,0.7692,True
cliff,cam1,57,cutout_camera1_0057_20250320_181621_mask_0.png,57,46,cutout_0046_cam1_mask_0.png,0.5633,False
cliff,cam2,45,cutout_camera2_0045_20250320_181251_mask_0.png,45,45,cutout_0045_cam2_mask_0.png,0.5753,True
cliff,cam2,46,cutout_camera2_0046_20250320_181339_mask_0.png,46,45,cutout_0045_cam2_mask_0.png,0.5586,False
cliff,cam2,47,cutout_camera2_0047_20250320_181351_mask_0.png,49,46,cutout_0046_cam2_mask_0.png,0.5957,False
cliff,cam2,48,cutout_camera2_0048_20250320_181400_mask_0.png,49,49,cutout_0049_cam2_mask_0.png,0.5363,True
cliff,cam2,49,cutout_camera2_0049_20250320_181421_mask_0.png,49,45,cutout_0045_cam2_mask_0.png,0.5666,False
cliff,cam2,50,cutout_camera2_0050_20250320_181449_mask_0.png,49,46,cutout_0046_cam2_mask_0.png,0.5913,False
cliff,cam2,51,cutout_camera2_0051_20250320_181457_mask_0.png,51,49,cutout_0049_cam2_mask_0.png,0.5921,False
cliff,cam2,52,cutout_camera2_0052_20250320_181520_mask_0.png,52,52,cutout_0052_cam2_mask_0.png,0.6383,True
cliff,cam2,53,cutout_camera2_0053_20250320_181531_mask_0.png,52,52,cutout_0052_cam2_mask_0.png,0.6500,True
cliff,cam2,54,cutout_camera2_0054_20250320_181541_mask_0.png,54,52,cutout_0052_cam2_mask_0.png,0.6206,False
cliff,cam2,55,cutout_camera2_0055_20250320_181553_mask_0.png,55,55,cutout_0055_cam2_mask_0.png,0.6503,True
cliff,cam2,56,cutout_camera2_0056_20250320_181602_mask_0.png,55,55,cutout_0055_cam2_mask_0.png,0.6619,True
cliff,cam2,57,cutout_camera2_0057_20250320_181621_mask_0.png,57,52,cutout_0052_cam2_mask_0.png,0.6041,False
fish,cam1,95,cutout_camera1_0095_20250320_183254_mask_0.png,95,95,cutout_0095_cam1_mask_0.png,0.3428,True
fish,cam1,96,cutout_camera1_0096_20250320_183306_mask_0.png,96,95,cutout_0095_cam1_mask_0.png,0.3578,False
fish,cam1,97,cutout_camera1_0097_20250320_183316_mask_0.png,99,95,cutout_0095_cam1_mask_0.png,0.3801,False
fish,cam1,98,cutout_camera1_0098_20250320_183328_mask_0.png,98,95,cutout_0095_cam1_mask_0.png,0.3632,False
fish,cam1,99,cutout_camera1_0099_20250320_183349_mask_0.png,99,95,cutout_0095_cam1_mask_0.png,0.3717,False
fish,cam1,100,cutout_camera1_0100_20250320_183406_mask_0.png,99,95,cutout_0095_cam1_mask_0.png,0.3745,False
fish,cam1,101,cutout_camera1_0101_20250320_183416_mask_0.png,99,95,cutout_0095_cam1_mask_0.png,0.3762,False
fish,cam1,102,cutout_camera1_0102_20250320_183427_mask_0.png,102,95,cutout_0095_cam1_mask_0.png,0.3687,False
fish,cam1,103,cutout_camera1_0103_20250320_183454_mask_0.png,102,95,cutout_0095_cam1_mask_0.png,0.3716,False
fish,cam1,104,cutout_camera1_0104_20250320_183508_mask_0.png,104,95,cutout_0095_cam1_mask_0.png,0.3489,False
fish,cam1,105,cutout_camera1_0105_20250320_183532_mask_0.png,104,95,cutout_0095_cam1_mask_0.png,0.3561,False
fish,cam1,106,cutout_camera1_0106_20250320_183600_mask_0.png,95,95,cutout_0095_cam1_mask_0.png,0.3450,True
fish,cam1,107,cutout_camera1_0107_20250320_183610_mask_0.png,95,95,cutout_0095_cam1_mask_0.png,0.3233,True
fish,cam2,95,cutout_camera2_0095_20250320_183254_mask_0.png,95,95,cutout_0095_cam2_mask_0.png,0.4955,True
fish,cam2,96,cutout_camera2_0096_20250320_183306_mask_0.png,96,95,cutout_0095_cam2_mask_0.png,0.4489,False
fish,cam2,97,cutout_camera2_0097_20250320_183316_mask_0.png,99,99,cutout_0099_cam2_mask_0.png,0.4412,True
fish,cam2,98,cutout_camera2_0098_20250320_183328_mask_0.png,98,98,cutout_0098_cam2_mask_0.png,0.4372,True
fish,cam2,99,cutout_camera2_0099_20250320_183349_mask_0.png,99,99,cutout_0099_cam2_mask_0.png,0.4377,True
fish,cam2,100,cutout_camera2_0100_20250320_183406_mask_0.png,99,99,cutout_0099_cam2_mask_0.png,0.4345,True
fish,cam2,101,cutout_camera2_0101_20250320_183416_mask_0.png,99,99,cutout_0099_cam2_mask_0.png,0.4361,True
fish,cam2,102,cutout_camera2_0102_20250320_183427_mask_0.png,102,99,cutout_0099_cam2_mask_0.png,0.4407,False
fish,cam2,103,cutout_camera2_0103_20250320_183454_mask_0.png,102,99,cutout_0099_cam2_mask_0.png,0.4418,False
fish,cam2,104,cutout_camera2_0104_20250320_183508_mask_0.png,104,95,cutout_0095_cam2_mask_0.png,0.4364,False
fish,cam2,105,cutout_camera2_0105_20250320_183532_mask_0.png,104,95,cutout_0095_cam2_mask_0.png,0.4367,False
fish,cam2,106,cutout_camera2_0106_20250320_183600_mask_0.png,95,95,cutout_0095_cam2_mask_0.png,0.4369,True
fish,cam2,107,cutout_camera2_0107_20250320_183610_mask_0.png,95,95,cutout_0095_cam2_mask_0.png,0.4494,True
